query_id;subject_id;dN;dS;dNdS;perc_identity;num_ident_matches;alig_length;mismatches;gap_openings;n_gaps;pos_match;ppos;q_start;q_end;q_len;qcov;qcovhsp;s_start;s_end;s_len;evalue;bit_score;score_raw
AT2G30990.1;Medtr4g080050.1;0.5991;NA;NA;34.361;156;454;200;15;98;213;46.92;1;402;594;80;68;1;408;697;1.11e-51;189;480
AT2G31040.1;Medtr4g079850.2;0.2349;1.66;0.1416;62.429;221;354;106;8;27;269;75.99;1;343;351;98;98;1;338;342;1.06e-150;428;1101
AT2G31060.3;Medtr4g079360.1;0.1044;1.234;0.08462;80.207;543;677;118;5;16;607;89.66;1;672;672;100;100;1;666;666;0;1076;2783
AT2G31085.1;Medtr8g463700.1;0.5889;NA;NA;33.735;28;83;54;1;1;44;53.01;1;82;82;100;100;1;83;83;2.89e-07;44.3;103
AT2G31090.1;Medtr4g079680.1;0.1295;1.048;0.1235;77.027;57;74;17;0;0;70;94.59;3;76;76;97;97;5;78;78;5.92e-37;119;298
AT2G31130.1;NewID_00088803;0.6068;NA;NA;59.459;44;74;24;1;6;53;71.62;1;68;420;16;16;4;77;292;4.17e-20;90.9;224
AT2G31140.1;Medtr1g069900.1;0.3245;1.915;0.1695;57.282;118;206;88;0;0;154;74.76;1;206;206;100;100;1;206;206;6.93e-87;255;652
AT2G31160.1;Medtr1g442860.1;0.2165;NA;NA;94.4;118;125;7;0;0;120;96;54;178;220;57;57;65;189;215;1.08e-88;261;666
AT2G31170.1;Medtr3g106560.1;0.2188;1.559;0.1403;66.783;384;575;166;3;25;453;78.78;1;557;564;99;99;1;568;571;0;800;2066
AT2G31190.1;Medtr7g096920.1;0.1842;1.179;0.1562;70.913;295;416;121;0;0;355;85.34;19;434;434;96;96;1;416;416;0;630;1624
AT2G31200.1;Medtr7g096890.1;0.133;1.428;0.09308;78.912;116;147;31;0;0;133;90.48;1;147;147;100;100;1;147;147;9.63e-88;253;645
AT2G31210.1;Medtr4g094762.1;0.4802;1.913;0.251;36.895;183;496;218;12;95;261;52.62;1;425;429;99;99;11;482;487;4.54e-84;266;680
AT2G31240.1;Medtr1g070145.1;0.2132;1.787;0.1193;66.327;390;588;183;7;15;479;81.46;42;617;618;93;93;15;599;611;0;785;2028
AT2G31260.1;Medtr7g096680.1;0.2048;1.432;0.143;63.366;576;909;267;15;66;681;74.92;2;864;867;99;99;1;889;894;0;1116;2886
AT2G31270.1;Medtr1g070170.1;0.4528;NA;NA;42.429;255;601;245;18;101;349;58.07;33;560;572;92;92;31;603;606;1.29e-111;346;888
AT2G31290.1;Medtr1g019170.1;0.2847;NA;NA;62.069;252;406;131;4;23;305;75.12;21;413;416;94;94;18;413;417;1.38e-166;474;1220
AT2G31305.1;NewID_00160506;0.2351;NA;NA;56.311;58;103;38;1;7;73;70.87;7;102;108;89;89;16;118;125;8.17e-24;89;219
AT2G31320.1;Medtr7g096520.1;0.196;1.178;0.1664;68.478;693;1012;286;9;33;813;80.34;1;984;984;100;100;1;1007;1007;0;1414;3661
AT2G31340.1;Medtr3g080550.1;0.255;1.608;0.1586;62.206;344;553;199;3;10;432;78.12;4;555;560;99;99;5;548;555;0;736;1900
AT2G31390.1;Medtr4g067310.1;0.0987;1.454;0.06788;82.831;275;332;51;1;6;300;90.36;1;326;326;100;100;1;332;332;0;559;1440
AT2G31400.1;Medtr7g017530.1;0.3802;2.178;0.1746;51.453;425;826;388;6;13;590;71.43;79;893;919;89;89;20;843;850;0;862;2226
AT2G31410.1;Medtr7g083930.1;0.2404;1.193;0.2015;64.249;124;193;63;5;6;147;76.17;1;189;200;95;95;1;191;194;1.35e-74;223;569
AT2G31440.1;Medtr4g067050.1;0.1813;1.281;0.1416;72.289;180;249;69;0;0;219;87.95;1;249;251;99;99;1;249;250;1.53e-137;387;994
AT2G31450.2;Medtr4g067060.1;0.3264;1.589;0.2054;60.795;214;352;107;5;31;252;71.59;49;376;378;87;87;36;380;382;2.4e-145;417;1072
AT2G31490.1;Medtr6g093010.1;0.2639;1.762;0.1498;80.357;45;56;11;0;0;52;92.86;1;56;72;78;78;1;56;75;7.84e-31;103;257
AT2G31500.1;Medtr4g066660.1;0.1974;2.27;0.08693;66.727;367;550;155;5;28;440;80;1;535;583;92;92;1;537;546;0;758;1957
AT2G31530.1;Medtr7g094800.1;0.1762;1.99;0.08852;73.633;377;512;126;4;9;441;86.13;68;576;576;88;88;43;548;548;0;773;1996
AT2G31560.1;Medtr1g116590.1;0.1867;NA;NA;60.432;84;139;27;3;28;95;68.35;65;203;203;68;68;7;117;117;1.24e-48;155;391
AT2G31570.1;Medtr8g105630.1;0.1704;1.302;0.1309;73.78;121;164;43;0;0;140;85.37;1;164;170;96;96;1;164;168;2.53e-89;258;660
AT2G31670.1;Medtr4g125530.1;0.3884;1.627;0.2387;55.714;117;210;88;3;5;152;72.38;39;246;264;79;79;42;248;268;4.23e-74;227;579
AT2G31680.1;Medtr7g405790.1;0.1024;1.253;0.0817;84.135;175;208;31;2;2;192;92.31;11;217;220;94;94;14;220;221;7.61e-127;357;917
AT2G31710.1;Medtr6g017185.1;0.2372;1.208;0.1964;63.462;66;104;38;0;0;87;83.65;3;106;106;98;98;2;105;105;2.63e-46;145;365
AT2G31725.1;Medtr3g009130.1;0.2383;0.9834;0.2423;61.745;92;149;56;1;1;124;83.22;1;149;150;99;99;1;148;153;2.57e-64;194;492
AT2G31740.1;Medtr8g085220.1;0.2997;1.623;0.1847;55.181;426;772;314;10;32;555;71.89;6;757;761;99;99;2;761;765;0;818;2112
AT2G31810.1;Medtr8g088600.1;0.1793;1.626;0.1103;79.607;324;407;83;0;0;369;90.66;83;489;492;83;83;72;478;479;0;679;1752
AT2G31840.1;Medtr1g115235.1;0.2695;2.153;0.1252;69.787;164;235;68;2;3;198;84.26;109;343;351;67;67;97;328;338;4.65e-113;332;852
AT2G31870.1;Medtr3g029520.1;0.3071;1.65;0.1861;55.971;314;561;184;7;63;387;68.98;1;538;549;98;98;1;521;530;0;593;1530
AT2G31880.1;Medtr3g075440.1;0.2509;2.186;0.1148;63.666;389;611;211;6;11;478;78.23;35;642;642;95;95;27;629;629;0;785;2028
AT2G31890.1;Medtr8g432340.1;0.2497;1.812;0.1378;63.48;405;638;209;7;24;489;76.65;42;667;672;93;93;18;643;661;0;778;2010
AT2G31920.1;Medtr2g062300.1;0.5459;1.495;0.3652;37.013;228;616;311;16;77;320;51.95;1;572;586;98;98;1;583;586;4.51e-94;300;769
AT2G31930.1;Medtr2g062280.1;0.4634;NA;NA;32.099;52;162;81;7;29;81;50;4;144;144;98;98;2;155;155;1.47e-09;53.9;128
AT2G31940.1;Medtr2g062220.1;0.2568;1.775;0.1447;63.025;75;119;43;1;1;87;73.11;1;119;121;98;98;1;118;122;6.08e-34;114;286
AT2G31945.1;Medtr2g061780.1;0.3469;1.627;0.2132;57.534;42;73;29;1;2;54;73.97;1;73;96;76;76;1;71;82;4.37e-22;82.8;203
AT2G31955.1;Medtr2g061710.1;0.1562;1.82;0.0858;74.25;297;400;94;2;9;337;84.25;1;391;391;100;100;1;400;400;0;608;1567
AT2G31955.4;Medtr2g061710.2;0.1747;1.682;0.1039;71.629;255;356;92;2;9;294;82.58;1;347;351;99;99;1;356;390;0;521;1341
AT2G31970.1;Medtr3g084300.1;0.1975;1.556;0.127;68.337;900;1317;412;1;5;1076;81.7;1;1317;1317;100;100;1;1312;1312;0;1746;4521
AT2G31980.1;Medtr8g080920.1;0.5276;NA;NA;45.133;51;113;47;2;15;73;64.6;33;141;148;74;74;29;130;134;1.09e-27;100;249
AT2G32000.1;Medtr3g084800.1;0.1616;1.534;0.1053;73.727;637;864;221;3;6;739;85.53;4;866;866;99;99;3;861;861;0;1348;3490
AT2G32020.1;Medtr5g006470.1;0.3679;1.678;0.2192;50.802;95;187;77;5;15;122;65.24;6;180;184;95;95;2;185;189;3.11e-56;176;446
AT2G32030.1;NewID_00058459;0.403;3.227;0.1249;47.337;80;169;82;2;7;117;69.23;24;186;189;86;86;7;174;179;3.79e-58;181;458
AT2G32040.1;Medtr1g103530.1;0.2597;1.702;0.1526;72.261;310;429;107;4;12;351;81.82;34;461;561;76;76;28;445;635;0;575;1481
AT2G32060.1;Medtr8g093770.1;0.1938;1.205;0.1609;76.19;96;126;29;1;1;111;88.1;21;145;145;86;86;19;144;144;2.99e-67;201;510
AT2G32080.2;Medtr4g083230.1;0.08638;1.979;0.04364;84.871;230;271;40;1;1;250;92.25;27;296;296;91;91;24;294;294;7.84e-170;473;1216
AT2G32090.1;Medtr5g006360.1;0.1974;1.755;0.1125;71.642;96;134;37;1;1;117;87.31;2;134;136;98;98;4;137;141;1.06e-71;211;538
AT2G32100.1;Medtr7g095150.1;0.4493;1.305;0.3442;37.004;84;227;89;9;54;113;49.78;20;237;245;89;89;20;201;210;3.44e-30;112;280
AT2G32120.1;Medtr5g006180.1;0.1393;1.915;0.07276;72.456;413;570;129;3;28;479;84.04;3;561;564;99;99;5;557;559;0;868;2243
AT2G32150.1;Medtr1g104610.1;0.2697;1.532;0.1761;60.227;159;264;96;4;9;197;74.62;4;264;264;99;99;8;265;265;1.88e-108;315;806
AT2G32170.2;Medtr3g081180.1;0.2179;1.332;0.1635;57.537;313;544;152;6;79;376;69.12;32;565;572;93;93;3;477;487;0;605;1561
AT2G32230.1;Medtr2g101360.1;0.2998;1.844;0.1626;57.942;321;554;220;5;13;407;73.47;17;570;573;97;97;13;553;559;0;621;1601
AT2G32235.1;Medtr7g007830.1;0.5916;NA;NA;25.654;49;191;98;7;44;82;42.93;161;311;311;49;49;72;258;258;3.5e-06;48.5;114
AT2G32240.1;Medtr4g076030.1;0.357;1.812;0.197;46.825;649;1386;622;18;115;906;65.37;1;1334;1334;100;100;1;1323;1323;0;903;2333
AT2G32260.1;Medtr3g081530.1;0.1533;1.591;0.09636;77.528;207;267;56;2;4;229;85.77;19;282;333;79;79;2;267;309;4.18e-154;435;1118
AT2G32280.1;Medtr4g045673.1;0.247;1.244;0.1985;61.875;99;160;61;0;0;134;83.75;1;160;164;98;98;1;160;161;1.1e-76;226;576
AT2G32290.1;Medtr2g089030.1;0.2846;1.655;0.172;64.457;350;543;186;3;7;431;79.37;42;578;578;93;93;50;591;591;0;757;1954
AT2G32300.1;Medtr2g088990.1;0.6237;NA;NA;48.507;65;134;65;4;4;96;71.64;1;133;262;51;51;1;131;229;1.99e-42;145;365
AT2G32320.2;Medtr7g115250.1;0.2585;1.877;0.1377;56.343;302;536;205;6;29;392;73.13;1;534;538;99;99;1;509;520;0;614;1584
AT2G32350.1;Medtr2g088760.1;0.3041;NA;NA;55.785;135;242;103;3;4;189;78.1;1;242;243;99;99;14;251;253;3.74e-99;290;741
AT2G32360.1;Medtr4g046720.1;0.5873;NA;NA;43.038;34;79;44;1;1;49;62.03;1;79;176;45;45;1;78;99;5.81e-13;62.4;150
AT2G32380.1;Medtr4g047630.1;0.2918;1.766;0.1652;62.722;106;169;62;1;1;129;76.33;1;169;169;100;100;1;168;168;2.53e-69;208;529
AT2G32400.1;Medtr2g088430.1;0.3341;2.013;0.166;54.273;489;901;395;9;17;665;73.81;15;904;922;97;97;15;909;915;0;1018;2633
AT2G32415.3;Medtr4g048230.1;0.2448;2.103;0.1164;58.693;557;949;305;15;87;691;72.81;1;888;893;99;99;1;923;931;0;1054;2726
AT2G32440.1;Medtr2g031920.1;0.2489;2.124;0.1171;64.124;311;485;171;2;3;393;81.03;5;486;490;98;98;2;486;491;0;665;1717
AT2G32460.1;Medtr2g088170.1;0.4701;NA;NA;78.571;110;140;24;1;6;120;85.71;17;156;491;29;29;28;161;460;9.57e-67;222;566
AT2G32480.1;Medtr4g048590.1;0.1825;1.422;0.1283;71.954;313;435;114;3;8;362;83.22;18;448;448;96;96;19;449;449;0;578;1491
AT2G32500.2;Medtr8g096960.1;0.2876;2.445;0.1177;58.661;149;254;103;2;2;193;75.98;25;277;277;91;91;46;298;298;9.26e-100;294;753
AT2G32510.1;Medtr2g088020.1;0.4801;NA;NA;49.08;160;326;146;8;20;216;66.26;1;324;373;87;87;3;310;401;4.86e-106;318;814
AT2G32520.4;Medtr4g049830.1;0.1358;1.513;0.0898;78.292;220;281;51;4;10;238;84.7;1;277;278;99;99;1;275;277;2.71e-156;437;1123
AT2G32530.1;Medtr2g087960.1;0.4307;2.813;0.1531;45.443;344;757;377;10;36;477;63.01;11;752;756;98;98;9;744;751;0;632;1629
AT2G32540.1;Medtr2g087900.1;0.4415;2.335;0.1891;47.424;359;757;365;12;33;470;62.09;10;751;756;98;98;10;748;756;0;648;1672
AT2G32560.1;Medtr5g089110.1;0.2598;1.962;0.1324;57.143;204;357;131;6;22;258;72.27;29;372;372;92;92;53;400;400;7.05e-142;409;1051
AT2G32560.2;Medtr3g436860.2;0.3066;2.068;0.1483;51.17;175;342;135;7;32;228;66.67;1;312;332;94;94;1;340;379;3.91e-116;341;875
AT2G32590.1;Medtr4g050060.1;0.2703;1.494;0.181;60;405;675;249;11;21;497;73.63;1;670;672;99;99;1;659;667;0;736;1899
AT2G32600.1;Medtr8g009970.1;0.1056;2.329;0.04533;82.158;198;241;37;1;6;216;89.63;1;235;278;85;85;1;241;325;1.58e-132;379;972
AT2G32630.1;Medtr1g045880.1;0.3878;1.907;0.2034;49.84;312;626;297;8;17;436;69.65;6;624;625;99;99;2;617;625;0;601;1550
AT2G32640.1;Medtr8g465870.1;0.1955;1.453;0.1345;70.307;412;586;168;1;6;475;81.06;1;586;586;100;100;1;580;580;0;857;2215
AT2G32640.2;NewID_00177573;0.2286;1.539;0.1486;64.491;247;383;130;1;6;297;77.55;1;383;386;99;99;1;377;378;0;519;1337
AT2G32650.1;Medtr1g086000.1;0.189;2.269;0.08331;67.133;96;143;42;2;5;114;79.72;1;139;140;99;99;1;142;144;8.63e-65;194;493
AT2G32700.7;Medtr1g050340.1;0.1702;1.21;0.1407;70.936;576;812;206;12;30;664;81.77;1;807;807;100;100;1;787;787;0;1073;2776
AT2G32720.1;Medtr4g022350.2;0.1562;3.353;0.04659;75.94;101;133;32;0;0;121;90.98;1;133;135;99;99;14;146;149;1.33e-76;224;571
AT2G32760.1;Medtr8g085350.1;0.2817;1.429;0.1971;57.647;196;340;140;1;4;254;74.71;17;352;353;95;95;15;354;356;3.47e-134;387;994
AT2G32760.2;Medtr8g085350.2;0.2792;1.59;0.1756;56.786;159;280;117;1;4;207;73.93;1;276;277;99;99;1;280;282;4.28e-109;317;813
AT2G32780.1;Medtr3g083600.1;0.5133;3.965;0.1294;44.034;155;352;143;9;54;206;58.52;766;1082;1084;29;29;737;1069;1071;1.32e-67;248;632
AT2G32800.1;Medtr7g451040.1;0.3096;NA;NA;56.193;490;872;343;17;39;637;73.05;4;852;852;99;99;1;856;856;0;929;2400
AT2G32810.1;Medtr8g085210.1;0.2242;1.38;0.1625;67.342;598;888;277;5;13;701;78.94;6;883;888;99;99;19;903;907;0;1260;3260
AT2G32830.1;Medtr3g082700.1;0.1791;NA;NA;76.796;417;543;125;1;1;470;86.56;1;543;543;100;100;1;542;542;0;850;2195
AT2G32840.1;Medtr2g060910.1;0.4721;NA;NA;39.147;101;258;106;7;51;138;53.49;94;329;338;70;70;53;281;284;1.75e-41;146;369
AT2G32850.2;Medtr3g026250.1;0.2583;1.374;0.188;56.303;402;714;234;18;78;495;69.33;1;671;671;100;100;1;679;679;0;733;1892
AT2G32900.1;Medtr5g084830.2;0.2298;1.332;0.1725;62.389;350;561;188;4;23;445;79.32;195;737;743;73;73;1;556;562;0;709;1829
AT2G32910.1;Medtr3g012490.1;0.544;NA;NA;35.499;224;631;325;21;82;305;48.34;94;683;692;85;85;37;626;634;2.85e-75;255;651
AT2G32950.1;Medtr5g085250.1;0.1266;1.652;0.07663;77.533;528;681;145;6;8;596;87.52;1;676;676;100;100;1;678;678;0;1095;2833
AT2G32970.2;Medtr3g080400.1;0.3243;1.805;0.1796;51.724;360;696;300;9;36;478;68.68;1;685;691;99;99;1;671;673;0;709;1831
AT2G32980.1;Medtr4g068700.1;0.1489;1.364;0.1092;79.039;181;229;45;2;3;202;88.21;1;226;297;76;76;1;229;250;2.5e-128;366;939
AT2G32990.1;Medtr5g085730.1;0.1814;1.835;0.09883;73.04;382;523;125;3;16;441;84.32;9;524;526;98;98;4;517;518;0;818;2112
AT2G33040.1;Medtr4g129790.1;0.1385;1.388;0.09982;78.769;256;325;65;3;4;288;88.62;1;321;326;98;98;1;325;328;0;520;1338
AT2G33100.1;Medtr2g438220.1;0.148;NA;NA;78.333;799;1020;209;5;12;907;88.92;19;1033;1037;98;98;7;1019;1024;0;1692;4382
AT2G33150.1;Medtr1g047210.1;0.09454;1.229;0.07694;83.621;388;464;74;2;2;429;92.46;1;463;463;100;100;1;463;463;0;777;2007
AT2G33170.1;Medtr1g047670.1;0.257;2.653;0.09688;64.168;702;1094;374;10;18;857;78.34;29;1119;1125;97;97;28;1106;1113;0;1384;3581
AT2G33180.1;Medtr7g105840.1;0.3593;NA;NA;65.254;77;118;41;0;0;94;79.66;50;167;167;71;71;42;159;159;2.85e-50;159;402
AT2G33205.1;Medtr1g046480.1;0.2692;1.441;0.1869;60.775;251;413;157;4;5;311;75.3;2;412;423;97;97;5;414;428;2.33e-177;502;1293
AT2G33210.1;Medtr1g090140.1;0.08484;1.465;0.05791;86.585;497;574;75;1;2;538;93.73;1;574;586;98;98;1;572;575;0;1003;2594
AT2G33220.1;Medtr1g046380.1;0.05697;1.398;0.04074;90.972;131;144;13;0;0;138;95.83;1;144;144;100;100;1;144;144;1.77e-95;272;695
AT2G33255.1;Medtr1g073140.1;0.2555;1.982;0.1289;68.664;149;217;68;0;0;184;84.79;30;246;246;88;88;24;240;240;9.3e-114;326;836
AT2G33260.2;Medtr6g032995.1;0.2814;3.329;0.08454;60.762;271;446;157;5;18;328;73.54;112;541;541;79;79;88;531;531;2.16e-177;511;1315
AT2G33280.1;Medtr3g008470.1;0.3618;1.685;0.2146;55.839;306;548;224;3;18;389;70.99;7;537;539;99;99;8;554;560;0;556;1433
AT2G33320.1;Medtr1g045780.1;0.436;NA;NA;34.262;209;610;241;18;160;295;48.36;2;603;603;99;99;3;460;460;1.14e-85;275;703
AT2G33360.1;Medtr1g073360.1;0.5639;2.868;0.1966;36.301;212;584;296;18;76;316;54.11;56;599;604;90;90;60;607;610;2.91e-98;312;800
AT2G33370.2;Medtr7g098290.2;0.01396;1.888;0.007393;98.413;124;126;2;0;0;124;98.41;1;126;126;100;100;1;126;126;6.54e-87;249;635
AT2G33385.4;Medtr1g045065.1;0.3266;2.441;0.1338;54.545;162;297;133;2;2;224;75.42;1;297;311;95;95;1;295;313;1.16e-116;339;869
AT2G33390.1;Medtr1g045370.1;0.3663;1.284;0.2852;54.762;46;84;36;1;2;62;73.81;18;99;99;83;83;19;102;102;7.59e-18;72.4;176
AT2G33400.1;Medtr1g073670.1;0.4572;1.922;0.2379;31.023;94;303;139;10;70;147;48.51;1;249;273;91;91;1;287;299;1.19e-21;92.4;228
AT2G33410.1;Medtr1g073690.1;0.2241;1.212;0.1849;55.056;245;445;151;8;49;291;65.39;1;397;405;98;98;1;444;470;7.62e-126;372;955
AT2G33435.1;Medtr1g041735.2;0.4595;1.914;0.2401;47.012;236;502;246;10;20;305;60.76;649;1140;1326;37;37;225;716;952;4.79e-117;390;1001
AT2G33450.1;Medtr1g041320.1;0.2521;2.661;0.09476;72.143;101;140;28;4;11;112;80;9;144;144;94;94;15;147;147;3.64e-60;183;464
AT2G33470.1;Medtr1g075710.1;0.1533;1.538;0.09971;74.877;152;203;51;0;0;176;86.7;1;203;203;100;100;1;203;203;4.9e-117;331;849
AT2G33490.1;Medtr7g005390.1;0.3505;1.63;0.215;53.566;323;603;240;15;40;424;70.32;1;568;624;91;91;1;598;629;6.97e-178;519;1336
AT2G33500.1;Medtr7g083540.1;0.5447;NA;NA;35.337;147;416;208;11;61;211;50.72;12;401;403;97;97;5;385;391;1.67e-61;204;518
AT2G33510.1;Medtr7g005500.1;0.3178;1.678;0.1894;52.381;77;147;63;1;7;98;66.67;42;188;190;77;77;58;197;199;1.13e-44;147;371
AT2G33540.1;Medtr7g021190.1;0.3961;1.974;0.2007;44.72;576;1288;561;39;151;757;58.77;9;1239;1242;99;99;12;1205;1210;0;894;2309
AT2G33560.2;Medtr1g035090.1;0.3055;NA;NA;56.79;230;405;150;7;25;292;72.1;3;397;397;99;99;2;391;391;4.01e-156;446;1146
AT2G33580.1;Medtr5g085790.1;0.3598;NA;NA;53.456;348;651;271;15;32;466;71.58;25;662;665;96;96;22;653;661;0;641;1653
AT2G33585.1;Medtr3g116150.1;0.2216;1.325;0.1672;70.526;67;95;27;1;1;81;85.26;98;191;194;48;48;1;95;101;8.1e-46;147;370
AT2G33590.1;NewID_00091156;0.251;1.332;0.1884;64.856;203;313;109;1;1;253;80.83;8;320;322;97;97;12;323;329;3.19e-152;430;1106
AT2G33610.1;Medtr3g116120.1;0.3522;1.421;0.2478;52.074;226;434;188;7;20;315;72.58;41;463;470;90;90;50;474;484;3.24e-146;427;1098
AT2G33630.1;Medtr1g026540.1;0.2066;2.197;0.09403;67.85;325;479;152;2;2;400;83.51;1;477;481;99;99;1;479;480;0;692;1785
AT2G33670.1;Medtr3g115960.1;0.265;1.616;0.164;57.276;307;536;173;6;56;382;71.27;15;502;502;97;97;11;538;538;0;587;1512
AT2G33680.1;Medtr4g131300.1;0.3282;1.806;0.1817;57.775;405;701;291;3;5;530;75.61;12;709;728;96;96;9;707;735;0;842;2174
AT2G33720.1;Medtr2g058520.1;0.5747;2.082;0.276;42.063;53;126;73;0;0;74;58.73;189;314;327;39;39;53;178;182;6.11e-27;105;261
AT2G33730.1;Medtr4g134170.1;0.1009;1.887;0.05345;87.374;519;594;75;0;0;562;94.61;141;734;734;81;81;114;707;707;0;1101;2848
AT2G33735.1;Medtr5g065860.1;0.3074;2.146;0.1432;64.286;72;112;38;2;2;89;79.46;11;120;120;92;92;36;147;147;1.21e-44;142;359
AT2G33740.2;Medtr3g100630.1;0.2403;1.436;0.1674;65.946;122;185;54;5;9;144;77.84;1;183;183;100;100;6;183;183;9.98e-74;220;561
AT2G33750.2;Medtr5g065080.1;0.2986;2.066;0.1445;58.716;192;327;130;2;5;251;76.76;18;339;348;93;93;32;358;365;2.42e-136;392;1008
AT2G33760.1;Medtr4g088840.1;0.2758;1.575;0.1751;61.831;358;579;218;2;3;462;79.79;7;584;584;99;99;16;592;592;0;736;1901
AT2G33770.1;Medtr2g013650.1;0.3794;1.905;0.1992;50.387;456;905;417;10;32;612;67.62;21;901;908;97;97;22;918;925;0;878;2268
AT2G33793.1;Medtr4g088855.1;0.2372;1.477;0.1605;60.563;129;213;82;2;2;164;77;1;213;213;100;100;1;211;211;2.44e-64;198;504
AT2G33800.1;Medtr4g088615.1;0.2026;1.049;0.1931;66.667;194;291;80;3;17;229;78.69;14;304;304;96;96;31;304;304;1.03e-126;364;934
AT2G33810.1;Medtr4g088555.1;0.2714;NA;NA;70.833;68;96;25;1;3;78;81.25;39;131;132;70;70;45;140;145;2.52e-44;142;358
AT2G33820.1;Medtr4g088545.1;0.2285;1.599;0.1429;66.107;197;298;101;0;0;243;81.54;15;312;312;96;96;9;306;306;1.12e-143;407;1047
AT2G33820.4;Medtr4g088545.2;0.2443;1.653;0.1477;64.734;134;207;73;0;0;168;81.16;15;221;272;76;76;9;215;241;1.43e-101;296;759
AT2G33835.1;Medtr2g014260.1;0.5769;2.922;0.1975;29.502;154;522;259;19;109;230;44.06;96;586;588;84;84;448;891;893;6.28e-43;166;419
AT2G33840.1;Medtr1g053270.1;0.1578;2.187;0.07214;76.738;287;374;84;2;3;330;88.24;16;386;386;96;96;12;385;385;0;611;1576
AT2G33845.1;Medtr2g090635.1;0.1492;NA;NA;71.223;99;139;37;1;3;119;85.61;48;183;183;74;74;3;141;141;8.18e-69;206;524
AT2G33847.2;Medtr2g014370.3;0.2817;1.407;0.2002;57.143;52;91;34;3;5;64;70.33;1;90;90;100;100;2;88;88;3.12e-22;82.8;203
AT2G33855.1;Medtr2g014430.1;0.3437;NA;NA;55.556;80;144;62;1;2;105;72.92;1;142;145;98;98;1;144;149;1.03e-40;134;336
AT2G33860.1;Medtr2g014770.1;0.3347;1.62;0.2066;51.135;338;661;254;13;69;422;63.84;3;601;609;98;98;2;655;683;0;602;1553
AT2G33880.1;Medtr2g015000.1;0.3078;1.782;0.1727;44.695;198;443;143;18;102;244;55.08;1;378;379;99;99;1;406;458;1.39e-90;280;717
AT2G33990.1;Medtr2g015370.1;0.3006;1.933;0.1556;50.53;143;283;117;4;23;181;63.96;1;261;264;99;99;1;282;296;1.12e-83;253;645
AT2G34040.1;Medtr4g087935.1;0.1826;1.646;0.111;68.739;376;547;158;3;13;439;80.26;1;535;554;97;97;1;546;578;0;730;1885
AT2G34050.1;Medtr4g087955.1;0.2546;1.719;0.1481;72.381;152;210;58;0;0;176;83.81;40;249;249;84;84;42;251;251;1.26e-116;334;856
AT2G34060.1;Medtr4g087965.1;0.2704;2.219;0.1219;61.671;214;347;126;2;7;265;76.37;1;347;347;100;100;8;347;347;4.46e-158;447;1149
AT2G34090.2;Medtr2g015860.1;0.2017;1.845;0.1093;71.667;301;420;93;1;26;340;80.95;52;471;472;89;89;66;459;474;0;603;1554
AT2G34150.2;Medtr8g086300.1;0.4535;1.955;0.232;47.222;204;432;178;10;50;271;62.73;1;387;822;55;47;1;427;1211;5.13e-100;337;864
AT2G34160.1;Medtr4g011000.1;0.1536;NA;NA;82.4;103;125;21;1;1;110;88;1;125;131;95;95;1;124;134;1.88e-66;197;502
AT2G34190.1;Medtr2g016460.1;0.1092;1.429;0.07639;81.714;429;525;96;0;0;474;90.29;1;525;525;100;100;1;525;525;0;900;2325
AT2G34260.1;Medtr4g111810.1;0.2035;1.522;0.1337;68.056;245;360;109;4;6;291;80.83;1;354;354;100;100;62;421;421;3.33e-175;493;1270
AT2G34320.1;Medtr2g102247.1;0.7777;NA;NA;30.435;28;92;63;1;1;46;50;80;171;293;31;31;52;142;150;1.03e-07;51.2;121
AT2G34340.1;Medtr2g018175.1;0.3426;NA;NA;43.262;61;141;63;7;17;89;63.12;1;137;137;100;100;1;128;128;3.69e-23;88.2;217
AT2G34357.1;Medtr1g072970.1;0.3723;1.734;0.2147;51.121;661;1293;579;20;53;859;66.43;24;1278;1281;98;98;16;1293;1295;0;1191;3080
AT2G34400.1;Medtr2g036960.1;0.3682;2.688;0.137;51.89;302;582;271;5;9;422;72.51;40;614;622;92;92;24;603;703;0;644;1661
AT2G34430.1;Medtr4g094605.1;0.06958;1.582;0.04398;88.476;238;269;27;3;4;249;92.57;1;267;267;100;100;1;267;267;5.36e-171;473;1217
AT2G34440.1;Medtr1g047550.1;0.5016;NA;NA;42.105;72;171;89;4;10;110;64.33;1;171;173;99;99;1;161;180;4.09e-38;129;324
AT2G34450.1;Medtr4g094622.1;0.3103;1.904;0.163;63.793;74;116;41;1;1;91;78.45;23;138;152;76;76;25;139;153;4.1e-47;150;379
AT2G34460.1;Medtr4g115730.1;0.2108;1.958;0.1077;70.242;203;289;74;5;12;235;81.31;1;277;281;99;99;1;289;293;3.44e-142;402;1032
AT2G34470.2;Medtr4g096770.1;0.08325;1.421;0.05858;89.157;222;249;27;0;0;237;95.18;29;277;277;90;90;27;275;275;6.03e-165;458;1179
AT2G34480.2;Medtr3g046320.1;0.06103;1.367;0.04463;88.827;159;179;20;0;0;169;94.41;40;218;218;82;82;1;179;179;2.37e-120;339;870
AT2G34500.1;Medtr2g019640.1;0.2359;2.666;0.0885;68.986;347;503;147;2;9;402;79.92;1;494;496;99;99;5;507;516;0;709;1829
